order_id,order_date,product_name,supplier_name,region,quantity_ordered,unit_cost,lead_time_days,actual_delivery,is_delayed,warehouse_stock,total_cost,delay_days,actual_delivery_days
ORD-01687,2022-01-29,Mouse,ReliableGoods,West,223,172.64,17,,False,701,38498.719999999994,0,17
ORD-01126,2022-01-29,Laptop,QuickShip Asia,South,118,622.84,35,,True,309,73495.12000000001,10,45
ORD-01343,2022-01-29,Tablet,ReliableGoods,East,18,1222.7,28,,False,992,22008.600000000002,0,28
ORD-00613,2022-01-29,Mouse,GlobalParts Ltd,East,463,1170.94,9,,False,530,542145.22,0,9
ORD-01621,2022-01-31,Mouse,QuickShip Asia,East,288,1446.89,29,,False,871,416704.32,0,29
ORD-01195,2022-02-01,Speaker,ReliableGoods,Central,437,1196.0,20,,False,0,522652.0,0,20
ORD-01688,2022-02-02,Printer,FastSupply Co,West,24,1388.84,20,,False,380,33332.159999999996,0,20
ORD-00120,2022-02-02,Speaker,TechCorp India,Central,245,1403.44,31,,True,941,343842.8,10,41
ORD-00315,2022-02-02,Tablet,FastSupply Co,Central,342,815.55,4,,False,127,278918.1,0,4
ORD-00763,2022-02-03,Keyboard,ReliableGoods,West,32,827.7,17,,False,201,26486.4,0,17
ORD-01314,2022-02-03,Printer,QuickShip Asia,South,248,1594.49,4,,True,151,395433.52,10,14
ORD-00917,2022-02-03,Mouse,TechCorp India,North,396,1621.12,30,,False,511,641963.5199999999,0,30
ORD-00518,2022-02-04,Camera,FastSupply Co,Central,312,1688.78,31,,False,747,526899.36,0,31
ORD-00064,2022-02-04,Laptop,TechCorp India,West,219,60.53,35,,True,523,13256.07,1,36
ORD-01978,2022-02-04,Printer,TechCorp India,West,226,924.32,28,,True,619,208896.32,3,31
ORD-01870,2022-02-04,Keyboard,FastSupply Co,Central,132,538.63,30,,False,640,71099.16,0,30
ORD-00389,2022-02-05,Mouse,FastSupply Co,North,435,1136.16,35,,False,533,494229.60000000003,0,35
ORD-00153,2022-02-05,Printer,TechCorp India,South,208,964.63,34,,False,188,200643.04,0,34
ORD-00350,2022-02-06,Phone,TechCorp India,West,307,643.92,14,,False,411,197683.43999999997,0,14
ORD-01581,2022-02-06,Mouse,GlobalParts Ltd,East,19,170.04,27,,False,541,3230.7599999999998,0,27
ORD-01661,2022-02-06,Printer,TechCorp India,East,371,431.63,7,,True,702,160134.73,5,12
ORD-00274,2022-02-06,Keyboard,QuickShip Asia,North,371,1865.63,28,,True,967,692148.7300000001,9,37
ORD-00547,2022-02-06,Printer,FastSupply Co,North,243,1718.85,21,,False,209,417680.55,0,21
ORD-01575,2022-02-07,Phone,GlobalParts Ltd,Central,426,316.61,36,,False,51,134875.86000000002,0,36
ORD-00322,2022-02-07,Printer,QuickShip Asia,North,372,1263.52,19,,False,219,470029.44,0,19
ORD-01051,2022-02-08,Tablet,ReliableGoods,North,390,984.86,39,,False,734,384095.4,0,39
ORD-01476,2022-02-08,Camera,FastSupply Co,North,61,1265.61,23,,False,526,77202.20999999999,0,23
ORD-00382,2022-02-08,Camera,QuickShip Asia,West,309,1078.27,5,,False,677,333185.43,0,5
ORD-01701,2022-02-08,Phone,TechCorp India,East,147,827.2,3,,False,807,121598.40000000001,0,3
ORD-00637,2022-02-08,Monitor,GlobalParts Ltd,Central,162,798.39,25,,False,717,129339.18,0,25
ORD-00896,2022-02-08,Keyboard,FastSupply Co,East,447,273.15,41,,False,742,122098.04999999999,0,41
ORD-01383,2022-02-08,Mouse,QuickShip Asia,South,265,1107.97,5,,False,782,293612.05,0,5
ORD-00585,2022-02-08,Laptop,ReliableGoods,West,368,1340.66,28,,True,961,493362.88,8,36
ORD-01454,2022-02-08,Keyboard,QuickShip Asia,Central,215,1313.89,28,,False,582,282486.35000000003,0,28
ORD-01996,2022-02-08,Camera,TechCorp India,West,291,923.55,39,,False,274,268753.05,0,39
ORD-01586,2022-02-09,Printer,FastSupply Co,Central,373,652.13,20,,False,68,243244.49,0,20
ORD-00948,2022-02-09,Phone,TechCorp India,West,119,1393.55,41,,False,903,165832.44999999998,0,41
ORD-01595,2022-02-09,Mouse,GlobalParts Ltd,South,34,296.03,15,,False,291,10065.019999999999,0,15
ORD-01596,2022-02-09,Camera,ReliableGoods,East,277,411.55,31,,False,90,113999.35,0,31
ORD-01569,2022-02-09,Phone,TechCorp India,South,118,946.22,38,,False,802,111653.96,0,38
ORD-00704,2022-02-10,Keyboard,ReliableGoods,East,284,1580.21,19,,True,5,448779.64,8,27
ORD-00096,2022-02-10,Keyboard,ReliableGoods,Central,268,289.7,4,,False,963,77639.59999999999,0,4
ORD-01313,2022-02-10,Mouse,TechCorp India,Central,29,1383.49,11,,True,855,40121.21,12,23
ORD-00116,2022-02-10,Keyboard,TechCorp India,North,358,350.59,8,,True,514,125511.21999999999,8,16
ORD-01032,2022-02-11,Printer,TechCorp India,Central,334,99.02,22,,True,31,33072.68,6,28
ORD-01311,2022-02-11,Phone,ReliableGoods,East,294,867.81,44,,False,208,255136.13999999998,0,44
ORD-00588,2022-02-11,Tablet,QuickShip Asia,South,84,1685.17,6,,False,781,141554.28,0,6
ORD-01381,2022-02-11,Mouse,TechCorp India,South,86,518.17,13,,False,507,44562.619999999995,0,13
ORD-00509,2022-02-12,Printer,FastSupply Co,West,213,1140.98,12,,False,917,243028.74,0,12
ORD-00815,2022-02-12,Mouse,TechCorp India,Central,296,348.61,20,,True,445,103188.56,8,28
ORD-01395,2022-02-13,Phone,TechCorp India,North,86,1017.98,11,,True,307,87546.28,4,15
ORD-01789,2022-02-15,Tablet,ReliableGoods,West,140,1286.48,39,,True,392,180107.2,1,40
ORD-00845,2022-02-15,Laptop,FastSupply Co,South,381,674.36,20,,False,602,256931.16,0,20
ORD-01639,2022-02-15,Headphones,ReliableGoods,West,473,828.69,5,,False,389,391970.37000000005,0,5
ORD-00346,2022-02-15,Keyboard,GlobalParts Ltd,South,61,1630.35,29,,False,330,99451.34999999999,0,29
ORD-00468,2022-02-16,Headphones,ReliableGoods,South,140,327.17,36,,True,486,45803.8,11,47
ORD-00676,2022-02-16,Mouse,FastSupply Co,West,15,1285.26,10,,False,887,19278.9,0,10
ORD-00425,2022-02-16,Keyboard,ReliableGoods,South,79,1049.58,23,,False,858,82916.81999999999,0,23
ORD-01537,2022-02-16,Printer,GlobalParts Ltd,East,29,278.24,28,,False,622,8068.96,0,28
ORD-01089,2022-02-16,Mouse,GlobalParts Ltd,South,19,1235.52,27,,False,802,23474.88,0,27
ORD-01420,2022-02-16,Phone,QuickShip Asia,South,455,174.04,4,,False,277,79188.2,0,4
ORD-00851,2022-02-16,Monitor,FastSupply Co,North,491,1624.32,15,,False,527,797541.12,0,15
ORD-00858,2022-02-17,Camera,GlobalParts Ltd,East,142,435.07,38,,False,436,61779.94,0,38
ORD-00121,2022-02-17,Monitor,GlobalParts Ltd,South,192,1062.37,27,,True,527,203975.03999999998,10,37
ORD-01177,2022-02-18,Mouse,ReliableGoods,East,287,1411.04,6,,True,653,404968.48,6,12
ORD-00339,2022-02-18,Mouse,TechCorp India,Central,176,1236.28,12,,False,10,217585.28,0,12
ORD-01236,2022-02-20,Monitor,GlobalParts Ltd,Central,250,316.63,10,,False,697,79157.5,0,10
ORD-00832,2022-02-20,Keyboard,QuickShip Asia,South,280,1566.48,36,,False,785,438614.4,0,36
ORD-01125,2022-02-20,Printer,QuickShip Asia,South,32,964.2,36,,False,444,30854.4,0,36
ORD-00401,2022-02-20,Headphones,FastSupply Co,North,436,89.1,23,,False,923,38847.6,0,23
ORD-00757,2022-02-20,Headphones,GlobalParts Ltd,West,463,1651.1,21,,False,854,764459.2999999999,0,21
ORD-00222,2022-02-22,Laptop,TechCorp India,West,242,651.51,7,,False,562,157665.41999999998,0,7
ORD-00811,2022-02-22,Speaker,ReliableGoods,South,193,289.12,15,,False,85,55800.16,0,15
ORD-00091,2022-02-22,Phone,ReliableGoods,West,249,1042.71,29,,False,617,259634.79,0,29
ORD-01276,2022-02-22,Phone,ReliableGoods,South,465,1410.41,4,,False,679,655840.65,0,4
ORD-00418,2022-02-22,Keyboard,TechCorp India,South,95,1679.78,24,,True,666,159579.1,1,25
ORD-00775,2022-02-23,Tablet,QuickShip Asia,West,97,1503.03,24,,False,270,145793.91,0,24
ORD-00414,2022-02-23,Keyboard,QuickShip Asia,South,105,667.37,4,,False,295,70073.85,0,4
ORD-00284,2022-02-23,Monitor,GlobalParts Ltd,North,384,939.51,10,,False,763,360771.83999999997,0,10
ORD-01232,2022-02-23,Keyboard,TechCorp India,North,368,265.3,20,,False,922,97630.40000000001,0,20
ORD-01536,2022-02-23,Monitor,FastSupply Co,Central,167,81.41,30,,False,351,13595.47,0,30
ORD-01217,2022-02-24,Printer,ReliableGoods,South,210,652.25,42,,False,398,136972.5,0,42
ORD-01354,2022-02-24,Headphones,QuickShip Asia,Central,184,1764.82,15,,False,16,324726.88,0,15
ORD-01223,2022-02-24,Monitor,QuickShip Asia,West,77,152.19,42,,False,108,11718.63,0,42
ORD-00870,2022-02-25,Phone,FastSupply Co,Central,158,1598.09,18,,False,222,252498.22,0,18
ORD-00855,2022-02-25,Tablet,TechCorp India,South,431,1825.75,30,,True,787,786898.25,13,43
ORD-00660,2022-02-27,Mouse,GlobalParts Ltd,Central,410,1621.07,40,,False,288,664638.7,0,40
ORD-00644,2022-02-27,Keyboard,GlobalParts Ltd,Central,19,1430.18,14,,False,30,27173.420000000002,0,14
ORD-00443,2022-02-27,Printer,FastSupply Co,West,48,1770.82,20,,True,603,84999.36,1,21
ORD-00436,2022-02-27,Printer,QuickShip Asia,South,287,580.96,24,,False,782,166735.52000000002,0,24
ORD-01981,2022-02-28,Camera,ReliableGoods,East,33,242.15,19,,True,663,7990.95,3,22
ORD-00034,2022-02-28,Monitor,FastSupply Co,North,16,1078.62,6,,False,572,17257.92,0,6
ORD-01285,2022-02-28,Printer,GlobalParts Ltd,West,387,346.74,8,,True,827,134188.38,2,10
ORD-01867,2022-02-28,Camera,GlobalParts Ltd,North,77,834.16,9,,False,286,64230.32,0,9
ORD-01733,2022-03-01,Phone,TechCorp India,North,128,938.45,18,,False,666,120121.6,0,18
ORD-01508,2022-03-02,Printer,TechCorp India,South,279,1492.24,10,,False,883,416334.96,0,10
ORD-01379,2022-03-02,Phone,FastSupply Co,Central,85,889.46,17,,True,613,75604.1,7,24
ORD-00830,2022-03-02,Camera,GlobalParts Ltd,East,328,1905.31,19,,False,23,624941.6799999999,0,19
ORD-00554,2022-03-03,Headphones,QuickShip Asia,South,387,670.79,23,,False,918,259595.72999999998,0,23
ORD-01547,2022-03-03,Mouse,TechCorp India,North,288,1025.65,38,,False,259,295387.2,0,38
ORD-01516,2022-03-03,Mouse,TechCorp India,South,496,186.73,35,,False,281,92618.08,0,35
ORD-01185,2022-03-04,Phone,QuickShip Asia,North,409,868.88,30,,False,705,355371.92,0,30
ORD-00731,2022-03-04,Headphones,FastSupply Co,South,103,1250.21,44,,False,171,128771.63,0,44
ORD-00105,2022-03-04,Headphones,QuickShip Asia,North,271,198.19,16,,False,168,53709.49,0,16
ORD-01172,2022-03-04,Phone,GlobalParts Ltd,North,467,1279.28,22,,False,153,597423.76,0,22
ORD-01765,2022-03-05,Camera,TechCorp India,West,66,225.72,8,,False,993,14897.52,0,8
ORD-00099,2022-03-06,Monitor,GlobalParts Ltd,East,475,1565.8,5,,False,648,743755.0,0,5
ORD-00725,2022-03-06,Printer,ReliableGoods,West,161,1833.97,27,,False,420,295269.17,0,27
ORD-01929,2022-03-07,Laptop,QuickShip Asia,East,15,66.71,16,,False,133,1000.6499999999999,0,16
ORD-00909,2022-03-08,Phone,ReliableGoods,West,346,1371.9,31,,False,639,474677.4,0,31
ORD-00467,2022-03-10,Laptop,QuickShip Asia,North,198,1405.75,3,,False,846,278338.5,0,3
ORD-00809,2022-03-10,Printer,GlobalParts Ltd,South,434,689.15,10,,False,669,299091.1,0,10
ORD-01358,2022-03-10,Laptop,GlobalParts Ltd,North,145,1001.67,7,,False,822,145242.15,0,7
ORD-00575,2022-03-10,Headphones,QuickShip Asia,West,299,1716.74,5,,True,502,513305.26,5,10
ORD-01098,2022-03-10,Laptop,FastSupply Co,West,397,1750.37,19,,False,689,694896.89,0,19
ORD-00628,2022-03-11,Keyboard,TechCorp India,West,335,487.33,38,,False,983,163255.55,0,38
ORD-01768,2022-03-13,Camera,FastSupply Co,South,475,1217.34,30,,False,186,578236.5,0,30
ORD-00766,2022-03-13,Phone,QuickShip Asia,North,258,635.95,3,,True,85,164075.1,2,5
ORD-00005,2022-03-13,Headphones,GlobalParts Ltd,East,314,820.14,28,,False,188,257523.96,0,28
ORD-01818,2022-03-14,Camera,FastSupply Co,East,87,1864.21,43,,False,661,162186.27,0,43
ORD-01373,2022-03-14,Camera,QuickShip Asia,Central,333,1972.83,19,,False,371,656952.39,0,19
ORD-00849,2022-03-14,Mouse,GlobalParts Ltd,West,369,271.25,18,,True,894,100091.25,4,22
ORD-00600,2022-03-15,Mouse,QuickShip Asia,East,414,280.81,12,,True,418,116255.34,6,18
ORD-01154,2022-03-16,Phone,GlobalParts Ltd,South,410,744.91,20,,True,846,305413.1,8,28
ORD-00955,2022-03-16,Printer,QuickShip Asia,South,365,1553.52,36,,False,491,567034.8,0,36
ORD-00530,2022-03-16,Camera,GlobalParts Ltd,West,405,1868.65,5,,False,806,756803.25,0,5
ORD-00784,2022-03-16,Speaker,QuickShip Asia,Central,367,1755.11,30,,False,297,644125.37,0,30
ORD-01704,2022-03-16,Speaker,TechCorp India,East,263,1558.27,25,,False,746,409825.01,0,25
ORD-01308,2022-03-16,Tablet,TechCorp India,Central,262,612.0,23,,False,33,160344.0,0,23
ORD-00566,2022-03-17,Camera,FastSupply Co,West,32,1193.96,16,,True,789,38206.72,5,21
ORD-00459,2022-03-17,Mouse,GlobalParts Ltd,East,122,80.91,7,,False,152,9871.02,0,7
ORD-01243,2022-03-19,Mouse,ReliableGoods,Central,162,1885.21,42,,False,979,305404.02,0,42
ORD-01027,2022-03-19,Printer,ReliableGoods,South,197,115.62,28,,False,565,22777.14,0,28
ORD-00875,2022-03-19,Headphones,TechCorp India,South,287,709.37,36,,False,377,203589.19,0,36
ORD-00847,2022-03-19,Monitor,FastSupply Co,Central,97,847.99,30,,False,984,82255.03,0,30
ORD-00754,2022-03-19,Camera,QuickShip Asia,East,339,248.81,12,,False,707,84346.59,0,12
ORD-01690,2022-03-20,Phone,FastSupply Co,North,306,1523.79,40,,True,459,466279.74,14,54
ORD-00666,2022-03-21,Laptop,ReliableGoods,Central,419,1549.51,18,,False,299,649244.69,0,18
ORD-00066,2022-03-22,Mouse,GlobalParts Ltd,Central,313,1946.62,35,,True,619,609292.0599999999,10,45
ORD-01406,2022-03-22,Keyboard,TechCorp India,South,210,983.99,18,,False,696,206637.9,0,18
ORD-00802,2022-03-22,Phone,TechCorp India,South,148,1426.47,8,,False,857,211117.56,0,8
ORD-00210,2022-03-22,Speaker,FastSupply Co,West,124,1992.78,44,,False,492,247104.72,0,44
ORD-01630,2022-03-23,Printer,ReliableGoods,East,266,1643.95,14,,True,72,437290.7,2,16
ORD-01263,2022-03-23,Phone,GlobalParts Ltd,Central,203,1721.53,39,,False,340,349470.58999999997,0,39
ORD-00751,2022-03-24,Headphones,GlobalParts Ltd,South,130,641.82,17,,False,924,83436.6,0,17
ORD-01707,2022-03-25,Mouse,TechCorp India,North,440,1145.86,21,,False,73,504178.39999999997,0,21
ORD-01717,2022-03-25,Phone,TechCorp India,East,384,1086.62,30,,True,312,417262.07999999996,5,35
ORD-01828,2022-03-25,Tablet,TechCorp India,East,363,137.98,30,,True,465,50086.74,6,36
ORD-01178,2022-03-25,Printer,ReliableGoods,South,335,53.08,23,,True,45,17781.8,12,35
ORD-01835,2022-03-25,Keyboard,TechCorp India,West,82,1480.56,27,,True,738,121405.92,7,34
ORD-01925,2022-03-25,Keyboard,FastSupply Co,West,32,1222.65,6,,False,657,39124.8,0,6
ORD-00753,2022-03-26,Phone,ReliableGoods,East,211,1982.56,31,,False,300,418320.16,0,31
ORD-01256,2022-03-26,Camera,QuickShip Asia,North,178,1584.59,9,,True,922,282057.01999999996,6,15
ORD-00899,2022-03-27,Mouse,TechCorp India,South,345,763.54,25,,True,300,263421.3,1,26
ORD-01794,2022-03-27,Laptop,QuickShip Asia,Central,360,863.25,20,,False,824,310770.0,0,20
ORD-00158,2022-03-27,Speaker,QuickShip Asia,South,251,698.83,42,,False,743,175406.33000000002,0,42
ORD-01425,2022-03-27,Tablet,TechCorp India,Central,459,382.22,14,,False,362,175438.98,0,14
ORD-00463,2022-03-27,Headphones,FastSupply Co,Central,321,594.97,10,,False,348,190985.37,0,10
ORD-01846,2022-03-28,Printer,GlobalParts Ltd,North,262,929.62,28,,False,566,243560.44,0,28
ORD-01222,2022-03-28,Mouse,FastSupply Co,East,256,158.71,9,,True,380,40629.76,8,17
ORD-01785,2022-03-29,Tablet,GlobalParts Ltd,South,336,1065.11,21,,False,357,357876.95999999996,0,21
ORD-01242,2022-03-29,Laptop,GlobalParts Ltd,North,423,1802.3,37,,False,296,762372.9,0,37
ORD-00014,2022-03-29,Headphones,FastSupply Co,North,302,687.21,31,,False,63,207537.42,0,31
