date_id,full_date,year,quarter,month,month_name,week,day_of_week
20230716,2023-07-16,2023,3,7,July,28,Sunday
20230717,2023-07-17,2023,3,7,July,29,Monday
20230718,2023-07-18,2023,3,7,July,29,Tuesday
20230719,2023-07-19,2023,3,7,July,29,Wednesday
20230720,2023-07-20,2023,3,7,July,29,Thursday
20230721,2023-07-21,2023,3,7,July,29,Friday
20230722,2023-07-22,2023,3,7,July,29,Saturday
20230723,2023-07-23,2023,3,7,July,29,Sunday
20230724,2023-07-24,2023,3,7,July,30,Monday
20230725,2023-07-25,2023,3,7,July,30,Tuesday
20230726,2023-07-26,2023,3,7,July,30,Wednesday
20230727,2023-07-27,2023,3,7,July,30,Thursday
20230728,2023-07-28,2023,3,7,July,30,Friday
20230729,2023-07-29,2023,3,7,July,30,Saturday
20230730,2023-07-30,2023,3,7,July,30,Sunday
20230731,2023-07-31,2023,3,7,July,31,Monday
20230801,2023-08-01,2023,3,8,August,31,Tuesday
20230802,2023-08-02,2023,3,8,August,31,Wednesday
20230803,2023-08-03,2023,3,8,August,31,Thursday
20230804,2023-08-04,2023,3,8,August,31,Friday
20230805,2023-08-05,2023,3,8,August,31,Saturday
20230807,2023-08-07,2023,3,8,August,32,Monday
20230808,2023-08-08,2023,3,8,August,32,Tuesday
20230809,2023-08-09,2023,3,8,August,32,Wednesday
20230810,2023-08-10,2023,3,8,August,32,Thursday
20230811,2023-08-11,2023,3,8,August,32,Friday
20230812,2023-08-12,2023,3,8,August,32,Saturday
20230813,2023-08-13,2023,3,8,August,32,Sunday
20230814,2023-08-14,2023,3,8,August,33,Monday
20230815,2023-08-15,2023,3,8,August,33,Tuesday
20230816,2023-08-16,2023,3,8,August,33,Wednesday
20230817,2023-08-17,2023,3,8,August,33,Thursday
20230818,2023-08-18,2023,3,8,August,33,Friday
20230819,2023-08-19,2023,3,8,August,33,Saturday
20230821,2023-08-21,2023,3,8,August,34,Monday
20230822,2023-08-22,2023,3,8,August,34,Tuesday
20230824,2023-08-24,2023,3,8,August,34,Thursday
20230825,2023-08-25,2023,3,8,August,34,Friday
20230827,2023-08-27,2023,3,8,August,34,Sunday
20230828,2023-08-28,2023,3,8,August,35,Monday
20230829,2023-08-29,2023,3,8,August,35,Tuesday
20230830,2023-08-30,2023,3,8,August,35,Wednesday
20230831,2023-08-31,2023,3,8,August,35,Thursday
20230901,2023-09-01,2023,3,9,September,35,Friday
20230902,2023-09-02,2023,3,9,September,35,Saturday
20230903,2023-09-03,2023,3,9,September,35,Sunday
20230904,2023-09-04,2023,3,9,September,36,Monday
20230905,2023-09-05,2023,3,9,September,36,Tuesday
20230907,2023-09-07,2023,3,9,September,36,Thursday
20230908,2023-09-08,2023,3,9,September,36,Friday
20230909,2023-09-09,2023,3,9,September,36,Saturday
20230912,2023-09-12,2023,3,9,September,37,Tuesday
20230914,2023-09-14,2023,3,9,September,37,Thursday
20230915,2023-09-15,2023,3,9,September,37,Friday
20230916,2023-09-16,2023,3,9,September,37,Saturday
20230917,2023-09-17,2023,3,9,September,37,Sunday
20230918,2023-09-18,2023,3,9,September,38,Monday
20230919,2023-09-19,2023,3,9,September,38,Tuesday
20230920,2023-09-20,2023,3,9,September,38,Wednesday
20230921,2023-09-21,2023,3,9,September,38,Thursday
20230922,2023-09-22,2023,3,9,September,38,Friday
20230923,2023-09-23,2023,3,9,September,38,Saturday
20230924,2023-09-24,2023,3,9,September,38,Sunday
20230925,2023-09-25,2023,3,9,September,39,Monday
20230926,2023-09-26,2023,3,9,September,39,Tuesday
20230927,2023-09-27,2023,3,9,September,39,Wednesday
20230928,2023-09-28,2023,3,9,September,39,Thursday
20230929,2023-09-29,2023,3,9,September,39,Friday
20230930,2023-09-30,2023,3,9,September,39,Saturday
20231001,2023-10-01,2023,4,10,October,39,Sunday
20231002,2023-10-02,2023,4,10,October,40,Monday
20231003,2023-10-03,2023,4,10,October,40,Tuesday
20231004,2023-10-04,2023,4,10,October,40,Wednesday
20231005,2023-10-05,2023,4,10,October,40,Thursday
20231006,2023-10-06,2023,4,10,October,40,Friday
20231007,2023-10-07,2023,4,10,October,40,Saturday
20231008,2023-10-08,2023,4,10,October,40,Sunday
20231009,2023-10-09,2023,4,10,October,41,Monday
20231010,2023-10-10,2023,4,10,October,41,Tuesday
20231011,2023-10-11,2023,4,10,October,41,Wednesday
20231012,2023-10-12,2023,4,10,October,41,Thursday
20231014,2023-10-14,2023,4,10,October,41,Saturday
20231015,2023-10-15,2023,4,10,October,41,Sunday
20231016,2023-10-16,2023,4,10,October,42,Monday
20231017,2023-10-17,2023,4,10,October,42,Tuesday
20231018,2023-10-18,2023,4,10,October,42,Wednesday
20231019,2023-10-19,2023,4,10,October,42,Thursday
20231020,2023-10-20,2023,4,10,October,42,Friday
20231021,2023-10-21,2023,4,10,October,42,Saturday
20231022,2023-10-22,2023,4,10,October,42,Sunday
20231023,2023-10-23,2023,4,10,October,43,Monday
20231024,2023-10-24,2023,4,10,October,43,Tuesday
20231025,2023-10-25,2023,4,10,October,43,Wednesday
20231026,2023-10-26,2023,4,10,October,43,Thursday
20231027,2023-10-27,2023,4,10,October,43,Friday
20231028,2023-10-28,2023,4,10,October,43,Saturday
20231029,2023-10-29,2023,4,10,October,43,Sunday
20231030,2023-10-30,2023,4,10,October,44,Monday
20231031,2023-10-31,2023,4,10,October,44,Tuesday
20231101,2023-11-01,2023,4,11,November,44,Wednesday
20231103,2023-11-03,2023,4,11,November,44,Friday
20231104,2023-11-04,2023,4,11,November,44,Saturday
20231105,2023-11-05,2023,4,11,November,44,Sunday
20231106,2023-11-06,2023,4,11,November,45,Monday
20231107,2023-11-07,2023,4,11,November,45,Tuesday
20231108,2023-11-08,2023,4,11,November,45,Wednesday
20231109,2023-11-09,2023,4,11,November,45,Thursday
20231112,2023-11-12,2023,4,11,November,45,Sunday
20231113,2023-11-13,2023,4,11,November,46,Monday
20231114,2023-11-14,2023,4,11,November,46,Tuesday
20231115,2023-11-15,2023,4,11,November,46,Wednesday
20231116,2023-11-16,2023,4,11,November,46,Thursday
20231117,2023-11-17,2023,4,11,November,46,Friday
20231118,2023-11-18,2023,4,11,November,46,Saturday
20231119,2023-11-19,2023,4,11,November,46,Sunday
20231120,2023-11-20,2023,4,11,November,47,Monday
20231121,2023-11-21,2023,4,11,November,47,Tuesday
20231122,2023-11-22,2023,4,11,November,47,Wednesday
20231123,2023-11-23,2023,4,11,November,47,Thursday
20231124,2023-11-24,2023,4,11,November,47,Friday
20231126,2023-11-26,2023,4,11,November,47,Sunday
20231127,2023-11-27,2023,4,11,November,48,Monday
20231128,2023-11-28,2023,4,11,November,48,Tuesday
20231129,2023-11-29,2023,4,11,November,48,Wednesday
20231130,2023-11-30,2023,4,11,November,48,Thursday
20231201,2023-12-01,2023,4,12,December,48,Friday
20231202,2023-12-02,2023,4,12,December,48,Saturday
20231203,2023-12-03,2023,4,12,December,48,Sunday
20231204,2023-12-04,2023,4,12,December,49,Monday
20231205,2023-12-05,2023,4,12,December,49,Tuesday
20231206,2023-12-06,2023,4,12,December,49,Wednesday
20231207,2023-12-07,2023,4,12,December,49,Thursday
20231208,2023-12-08,2023,4,12,December,49,Friday
20231210,2023-12-10,2023,4,12,December,49,Sunday
20231211,2023-12-11,2023,4,12,December,50,Monday
20231212,2023-12-12,2023,4,12,December,50,Tuesday
20231213,2023-12-13,2023,4,12,December,50,Wednesday
20231214,2023-12-14,2023,4,12,December,50,Thursday
20231215,2023-12-15,2023,4,12,December,50,Friday
20231216,2023-12-16,2023,4,12,December,50,Saturday
20231217,2023-12-17,2023,4,12,December,50,Sunday
20231218,2023-12-18,2023,4,12,December,51,Monday
20231219,2023-12-19,2023,4,12,December,51,Tuesday
20231220,2023-12-20,2023,4,12,December,51,Wednesday
20231221,2023-12-21,2023,4,12,December,51,Thursday
20231222,2023-12-22,2023,4,12,December,51,Friday
20231223,2023-12-23,2023,4,12,December,51,Saturday
20231224,2023-12-24,2023,4,12,December,51,Sunday
20231225,2023-12-25,2023,4,12,December,52,Monday
20231226,2023-12-26,2023,4,12,December,52,Tuesday
20231227,2023-12-27,2023,4,12,December,52,Wednesday
20231228,2023-12-28,2023,4,12,December,52,Thursday
20231229,2023-12-29,2023,4,12,December,52,Friday
20231230,2023-12-30,2023,4,12,December,52,Saturday
20231231,2023-12-31,2023,4,12,December,52,Sunday
